date,load,temp
2004-01-06,1174522.0,27.36363636
2004-01-06,1115705.0,26.36363636
2004-01-07,1098427.0,24.72727273
2004-01-07,1098512.0,24.0
2004-01-07,1102177.0,23.09090909
2004-01-07,1123858.0,21.90909091
2004-01-07,1157699.0,21.27272727
2004-01-07,1240335.0,20.63636364
2004-01-07,1351044.0,20.0
2004-01-07,1361987.0,19.45454545
2004-01-07,1302448.0,19.63636364
2004-01-07,1284900.0,21.90909091
2004-01-07,1287527.0,23.72727273
2004-01-07,1244762.0,25.72727273
2004-01-07,1206462.0,27.27272727
2004-01-07,1179158.0,29.27272727
2004-01-07,1158205.0,30.36363636
2004-01-07,1165309.0,31.09090909
2004-01-07,1210508.0,30.72727273
2004-01-07,1310661.0,29.45454545
2004-01-07,1286260.0,27.81818182
2004-01-07,1286703.0,26.81818182
2004-01-07,1287651.0,26.09090909
2004-01-07,1275203.0,25.36363636
2004-01-07,1203660.0,24.36363636
2004-01-07,1133965.0,23.63636364
2004-01-08,1117039.0,23.18181818
2004-01-08,1100323.0,23.63636364
2004-01-08,1098134.0,22.81818182
2004-01-08,1109401.0,22.27272727
2004-01-08,1148424.0,22.54545455
2004-01-08,1232163.0,22.36363636
2004-01-08,1314495.0,22.09090909
2004-01-08,1344608.0,20.90909091
2004-01-08,1280085.0,21.63636364
2004-01-08,1244784.0,26.09090909
2004-01-08,1235182.0,30.0
2004-01-08,1205628.0,32.63636364
2004-01-08,1185476.0,33.63636364
2004-01-08,1172924.0,34.36363636
2004-01-08,1166717.0,34.72727273
2004-01-08,1172974.0,34.81818182
2004-01-08,1206650.0,34.81818182
2004-01-08,1279246.0,33.90909091
2004-01-08,1286285.0,32.27272727
2004-01-08,1273545.0,31.54545455
2004-01-08,1229509.0,30.81818182
2004-01-08,1166518.0,30.54545455
2004-01-08,1085156.0,30.27272727
2004-01-08,1013183.0,30.27272727
2004-01-09,973798.0,30.27272727
2004-01-09,951703.0,30.27272727
2004-01-09,954671.0,30.09090909
2004-01-09,959511.0,29.90909091
2004-01-09,993901.0,29.90909091
2004-01-09,1063722.0,29.81818182
2004-01-09,1172361.0,29.36363636
2004-01-09,1218964.0,29.27272727
2004-01-09,1214859.0,29.0
2004-01-09,1210468.0,29.54545455
2004-01-09,1192223.0,29.90909091
2004-01-09,1168293.0,30.72727273
2004-01-09,1140009.0,31.09090909
2004-01-09,1125157.0,31.63636364
2004-01-09,1104306.0,31.27272727
2004-01-09,1115904.0,31.18181818
2004-01-09,1131179.0,30.36363636
2004-01-09,1233485.0,29.72727273
2004-01-09,1256288.0,28.45454545
2004-01-09,1248655.0,28.0
2004-01-09,1236464.0,26.90909091
2004-01-09,1222198.0,25.72727273
2004-01-09,1193010.0,24.54545455
2004-01-09,1139825.0,23.63636364
2004-01-10,1125260.0,21.90909091
2004-01-10,1126834.0,20.45454545
2004-01-10,1140061.0,18.90909091
2004-01-10,1152802.0,16.90909091
2004-01-10,1176215.0,15.81818182
2004-01-10,1225905.0,15.18181818
2004-01-10,1279524.0,14.36363636
2004-01-10,1338640.0,13.27272727
2004-01-10,1398140.0,12.90909091
2004-01-10,1395541.0,12.90909091
2004-01-10,1385660.0,14.81818182
2004-01-10,1325671.0,16.72727273
2004-01-10,1274706.0,18.36363636
2004-01-10,1226078.0,19.81818182
2004-01-10,1192013.0,20.90909091
2004-01-10,1177702.0,21.36363636
2004-01-10,1220839.0,21.09090909
2004-01-10,1299987.0,20.18181818
2004-01-10,1290084.0,17.81818182
2004-01-10,1273188.0,15.81818182
2004-01-10,1270805.0,14.45454545
2004-01-10,1275227.0,13.36363636
2004-01-10,1253451.0,12.63636364
2004-01-10,1197699.0,11.72727273
2004-01-11,1182572.0,10.72727273
2004-01-11,1179404.0,9.727272727
2004-01-11,1183526.0,9.181818182
2004-01-11,1191866.0,8.454545455
2004-01-11,1205085.0,8.363636364
2004-01-11,1247071.0,8.181818182
2004-01-11,1292176.0,7.727272727
2004-01-11,1314269.0,7.545454545
2004-01-11,1325671.0,8.181818182
2004-01-11,1285581.0,13.54545455
2004-01-11,1251872.0,18.72727273
2004-01-11,1226654.0,22.18181818
2004-01-11,1180093.0,25.0
2004-01-11,1115272.0,27.0
2004-01-11,1083960.0,28.63636364
2004-01-11,1097842.0,29.72727273
2004-01-11,1136939.0,30.09090909
2004-01-11,1220718.0,29.18181818
2004-01-11,1231847.0,28.36363636
2004-01-11,1225067.0,27.63636364
2004-01-11,1205316.0,27.54545455
2004-01-11,1152601.0,27.90909091
2004-01-11,1083086.0,28.63636364
2004-01-11,1012708.0,28.72727273
2004-01-12,984376.0,29.72727273
2004-01-12,962293.0,30.45454545
2004-01-12,971969.0,31.0
2004-01-12,985909.0,31.81818182
2004-01-12,1018265.0,32.27272727
2004-01-12,1090961.0,32.63636364
2004-01-12,1219554.0,32.54545455
2004-01-12,1269918.0,32.63636364
2004-01-12,1191570.0,32.81818182
2004-01-12,1138893.0,36.63636364
2004-01-12,1097342.0,41.09090909
2004-01-12,1048231.0,45.45454545
2004-01-12,1024120.0,48.81818182
2004-01-12,999523.0,51.27272727
2004-01-12,981894.0,53.27272727
2004-01-12,986111.0,53.81818182
2004-01-12,1018390.0,52.81818182
2004-01-12,1099546.0,50.45454545
2004-01-12,1130844.0,47.27272727
2004-01-12,1118876.0,45.54545455
2004-01-12,1089777.0,42.81818182
2004-01-12,1045521.0,42.0
2004-01-12,977449.0,40.36363636
2004-01-12,898739.0,38.54545455
2004-01-13,876457.0,38.18181818
2004-01-13,861385.0,36.36363636
2004-01-13,872445.0,34.90909091
2004-01-13,884716.0,32.90909091
2004-01-13,922817.0,32.54545455
2004-01-13,999098.0,32.63636364
2004-01-13,1133931.0,32.72727273
2004-01-13,1202337.0,34.18181818
2004-01-13,1135207.0,36.72727273
2004-01-13,1069283.0,40.81818182
2004-01-13,1014044.0,44.54545455
2004-01-13,986350.0,49.36363636
2004-01-13,977412.0,51.45454545
2004-01-13,977560.0,53.45454545
2004-01-13,965816.0,54.0
2004-01-13,968995.0,54.09090909
2004-01-13,1018772.0,53.0
2004-01-13,1131877.0,50.09090909
2004-01-13,1169967.0,46.72727273
2004-01-13,1169861.0,44.81818182
2004-01-13,1161473.0,42.27272727
2004-01-13,1114964.0,39.81818182
2004-01-13,1057978.0,37.72727273
2004-01-13,995736.0,34.54545455
2004-01-14,952208.0,33.63636364
2004-01-14,965639.0,32.0
2004-01-14,963652.0,30.18181818
2004-01-14,973550.0,27.90909091
2004-01-14,997256.0,26.54545455
2004-01-14,1036057.0,25.18181818
2004-01-14,1156181.0,24.18181818
2004-01-14,1221710.0,22.63636364
2004-01-14,1149929.0,23.27272727
2004-01-14,1103261.0,28.63636364
2004-01-14,1066053.0,31.81818182
2004-01-14,1039413.0,33.18181818
2004-01-14,1015745.0,35.0
2004-01-14,995128.0,36.27272727
2004-01-14,984538.0,37.81818182
2004-01-14,1003115.0,38.45454545
2004-01-14,1051362.0,38.09090909
2004-01-14,1151637.0,36.90909091
2004-01-14,1180941.0,35.18181818
2004-01-14,1177004.0,33.0
2004-01-14,1178348.0,32.90909091
2004-01-14,1130898.0,33.45454545
2004-01-14,1067342.0,33.90909091
2004-01-14,993462.0,34.81818182
2004-01-15,959764.0,35.54545455
2004-01-15,948255.0,36.27272727
2004-01-15,943616.0,37.36363636
2004-01-15,955891.0,38.45454545
2004-01-15,972695.0,37.54545455
2004-01-15,1048223.0,37.63636364
2004-01-15,1168889.0,36.81818182
2004-01-15,1256314.0,35.63636364
2004-01-15,1238630.0,34.0
2004-01-15,1221205.0,33.45454545
2004-01-15,1182881.0,33.36363636
2004-01-15,1162850.0,34.27272727
2004-01-15,1135969.0,35.18181818
2004-01-15,1146445.0,36.0
2004-01-15,1098781.0,36.18181818
2004-01-15,1110637.0,36.27272727
2004-01-15,1160969.0,36.27272727
2004-01-15,1272256.0,34.18181818
2004-01-15,1312403.0,31.45454545
2004-01-15,1310627.0,29.81818182
2004-01-15,1314162.0,28.36363636
2004-01-15,1280603.0,27.27272727
2004-01-15,1231081.0,27.09090909
2004-01-15,1165687.0,25.81818182
2004-01-16,1149840.0,25.0
2004-01-16,1166134.0,23.81818182
2004-01-16,1184403.0,22.63636364
2004-01-16,1203545.0,21.09090909
2004-01-16,1248408.0,20.0
2004-01-16,1312959.0,19.0
2004-01-16,1400007.0,18.63636364
2004-01-16,1442851.0,18.0
2004-01-16,1391137.0,18.09090909
2004-01-16,1379246.0,21.0
2004-01-16,1345085.0,23.63636364
2004-01-16,1298739.0,26.72727273
2004-01-16,1278556.0,29.0
2004-01-16,1222396.0,30.63636364
2004-01-16,1201425.0,31.81818182
2004-01-16,1184090.0,32.90909091
2004-01-16,1211619.0,32.90909091
2004-01-16,1317473.0,31.72727273
2004-01-16,1356528.0,29.81818182
2004-01-16,1337653.0,27.27272727
2004-01-16,1322847.0,25.54545455
2004-01-16,1287053.0,24.54545455
2004-01-16,1220066.0,23.09090909
2004-01-16,1153227.0,22.09090909
2004-01-17,1120049.0,22.27272727
2004-01-17,1101783.0,21.81818182
2004-01-17,1092800.0,21.81818182
2004-01-17,1093544.0,21.18181818
2004-01-17,1114488.0,21.36363636
2004-01-17,1135607.0,20.36363636
2004-01-17,1175547.0,19.72727273
2004-01-17,1233535.0,19.36363636
2004-01-17,1263285.0,20.81818182
2004-01-17,1255755.0,25.36363636
2004-01-17,1223231.0,29.72727273
2004-01-17,1170703.0,32.54545455
2004-01-17,1123260.0,35.18181818
2004-01-17,1086255.0,37.0
2004-01-17,1064263.0,38.45454545
2004-01-17,1073042.0,38.90909091
2004-01-17,1101346.0,38.72727273
2004-01-17,1164696.0,37.90909091
2004-01-17,1159195.0,36.90909091
2004-01-17,1133012.0,36.45454545
2004-01-17,1106530.0,35.90909091
2004-01-17,1063796.0,35.90909091
2004-01-17,1011104.0,35.0
2004-01-17,947318.0,34.72727273
2004-01-18,895661.0,34.0
2004-01-18,884057.0,34.18181818
2004-01-18,874258.0,34.36363636
2004-01-18,866363.0,34.90909091
2004-01-18,868730.0,35.63636364
2004-01-18,890346.0,36.45454545
2004-01-18,914312.0,36.63636364
2004-01-18,964584.0,36.81818182
2004-01-18,1035983.0,37.0
2004-01-18,1083514.0,37.81818182
2004-01-18,1083776.0,39.0
2004-01-18,1066205.0,39.72727273
2004-01-18,1047021.0,41.0
2004-01-18,1027381.0,42.45454545
2004-01-18,1019317.0,42.72727273
2004-01-18,1011253.0,43.90909091
2004-01-18,1041161.0,44.90909091
2004-01-18,1097929.0,44.0
2004-01-18,1111226.0,41.90909091
2004-01-18,1096845.0,39.0
2004-01-18,1094047.0,37.63636364
2004-01-18,1074981.0,36.45454545
2004-01-18,1051866.0,35.09090909
2004-01-18,1003041.0,33.81818182
2004-01-19,990711.0,32.36363636
2004-01-19,992588.0,30.81818182
2004-01-19,1004934.0,29.45454545
2004-01-19,1019004.0,28.45454545
2004-01-19,1069211.0,27.36363636
2004-01-19,1128737.0,27.09090909
2004-01-19,1210795.0,26.36363636
2004-01-19,1284256.0,25.45454545
2004-01-19,1295854.0,25.18181818
2004-01-19,1290095.0,27.18181818
2004-01-19,1277347.0,28.72727273
2004-01-19,1239571.0,29.90909091
2004-01-19,1208407.0,31.54545455
2004-01-19,1171020.0,32.63636364
2004-01-19,1156973.0,33.36363636
2004-01-19,1156749.0,34.0
2004-01-19,1205879.0,33.27272727
2004-01-19,1324133.0,31.36363636
2004-01-19,1362381.0,28.72727273
2004-01-19,1371060.0,27.36363636
2004-01-19,1348214.0,26.54545455
2004-01-19,1291869.0,26.0
2004-01-19,1242173.0,24.81818182
2004-01-19,1173337.0,24.0
2004-01-20,1138337.0,23.09090909
2004-01-20,1132633.0,22.09090909
2004-01-20,1128445.0,21.63636364
2004-01-20,1142857.0,20.72727273
2004-01-20,1173348.0,20.54545455
2004-01-20,1248360.0,20.09090909
2004-01-20,1354777.0,19.72727273
2004-01-20,1414355.0,19.27272727
2004-01-20,1362686.0,20.18181818
2004-01-20,1315132.0,23.72727273
2004-01-20,1266143.0,25.54545455
2004-01-20,1243773.0,27.27272727
2004-01-20,1192980.0,29.09090909
2004-01-20,1175207.0,30.09090909
2004-01-20,1155973.0,31.27272727
2004-01-20,1139904.0,31.90909091
2004-01-20,1195888.0,30.90909091
2004-01-20,1328478.0,29.72727273
2004-01-20,1376616.0,27.27272727
2004-01-20,1382326.0,25.63636364
2004-01-20,1358092.0,24.36363636
2004-01-20,1298670.0,23.54545455
2004-01-20,1223744.0,23.27272727
2004-01-20,1155673.0,22.54545455
2004-01-21,1131703.0,22.0
2004-01-21,1134022.0,21.27272727
2004-01-21,1136682.0,20.18181818
2004-01-21,1159253.0,18.63636364
2004-01-21,1193992.0,18.27272727
2004-01-21,1269904.0,17.18181818
2004-01-21,1370889.0,16.45454545
2004-01-21,1414942.0,15.27272727
2004-01-21,1332779.0,17.09090909
2004-01-21,1281496.0,21.09090909
2004-01-21,1267020.0,23.72727273
2004-01-21,1223075.0,26.0
2004-01-21,1183355.0,27.72727273
2004-01-21,1182142.0,29.54545455
2004-01-21,1164230.0,30.45454545
2004-01-21,1151348.0,31.45454545
2004-01-21,1180924.0,31.36363636
2004-01-21,1267409.0,31.0
2004-01-21,1321455.0,28.0
2004-01-21,1335411.0,25.09090909
2004-01-21,1316120.0,23.72727273
2004-01-21,1269966.0,22.0
2004-01-21,1210785.0,21.72727273
2004-01-21,1132857.0,21.63636364
2004-01-22,1107447.0,21.63636364
2004-01-22,1090052.0,23.09090909
2004-01-22,1076665.0,24.27272727
2004-01-22,1080648.0,25.54545455
2004-01-22,1101368.0,26.45454545
2004-01-22,1159689.0,26.72727273
2004-01-22,1260131.0,27.27272727
2004-01-22,1295456.0,27.63636364
2004-01-22,1222258.0,29.54545455
2004-01-22,1186020.0,33.54545455
2004-01-22,1171666.0,38.27272727
2004-01-22,1150480.0,41.81818182
2004-01-22,1114068.0,45.09090909
2004-01-22,1068664.0,47.45454545
2004-01-22,1035549.0,48.54545455
2004-01-22,1038298.0,48.45454545
2004-01-22,1082753.0,47.63636364
2004-01-22,1176667.0,45.72727273
2004-01-22,1233843.0,43.54545455
2004-01-22,1229819.0,42.18181818
2004-01-22,1239354.0,40.18181818
2004-01-22,1194582.0,37.72727273
2004-01-22,1132825.0,35.54545455
2004-01-22,1075860.0,33.45454545
2004-01-23,1085024.0,30.18181818
2004-01-23,1095641.0,28.45454545
2004-01-23,1102263.0,26.27272727
2004-01-23,1123241.0,24.72727273
2004-01-23,1189327.0,22.72727273
2004-01-23,1269662.0,21.45454545
2004-01-23,1396982.0,20.36363636
2004-01-23,1466441.0,19.0
2004-01-23,1396388.0,19.72727273
2004-01-23,1356837.0,21.54545455
2004-01-23,1310154.0,23.45454545
2004-01-23,1271372.0,25.18181818
2004-01-23,1229395.0,26.90909091
2004-01-23,1205795.0,28.36363636
2004-01-23,1162037.0,29.09090909
2004-01-23,1146145.0,30.54545455
2004-01-23,1181689.0,30.45454545
2004-01-23,1282386.0,29.72727273
2004-01-23,1307693.0,26.81818182
2004-01-23,1289701.0,25.36363636
2004-01-23,1260667.0,24.63636364
2004-01-23,1235896.0,25.0
2004-01-23,1176455.0,25.81818182
2004-01-23,1106319.0,26.81818182
2004-01-24,1077359.0,27.0
2004-01-24,1068107.0,26.81818182
2004-01-24,1059584.0,27.0
2004-01-24,1056846.0,26.54545455
2004-01-24,1070547.0,26.09090909
2004-01-24,1097803.0,25.54545455
2004-01-24,1147114.0,25.18181818
2004-01-24,1198801.0,24.36363636
2004-01-24,1250330.0,25.63636364
2004-01-24,1264100.0,29.36363636
2004-01-24,1251389.0,32.09090909
2004-01-24,1211240.0,35.27272727
2004-01-24,1178394.0,36.72727273
2004-01-24,1165561.0,36.54545455
2004-01-24,1128533.0,36.90909091
2004-01-24,1121660.0,35.54545455
2004-01-24,1141920.0,34.09090909
2004-01-24,1230100.0,31.90909091
2004-01-24,1281861.0,28.27272727
2004-01-24,1267966.0,26.54545455
2004-01-24,1249840.0,25.0
2004-01-24,1222250.0,23.72727273
2004-01-24,1188391.0,22.27272727
2004-01-24,1130311.0,21.72727273
2004-01-25,1111594.0,21.18181818
2004-01-25,1116331.0,20.09090909
2004-01-25,1125394.0,19.09090909
2004-01-25,1136136.0,18.27272727
2004-01-25,1164084.0,17.72727273
2004-01-25,1202621.0,17.09090909
2004-01-25,1246912.0,16.54545455
2004-01-25,1329138.0,16.09090909
2004-01-25,1364961.0,16.54545455
2004-01-25,1367470.0,17.09090909
2004-01-25,1350624.0,18.45454545
2004-01-25,1302629.0,19.0
2004-01-25,1266160.0,19.63636364
2004-01-25,1242545.0,19.63636364
2004-01-25,1238897.0,19.72727273
2004-01-25,1235629.0,19.54545455
2004-01-25,1261123.0,19.0
2004-01-25,1305542.0,18.72727273
2004-01-25,1315592.0,18.27272727
2004-01-25,1307943.0,18.18181818
2004-01-25,1271986.0,18.54545455
2004-01-25,1240267.0,18.36363636
2004-01-25,1223386.0,18.63636364
2004-01-25,1163593.0,18.45454545
2004-01-26,1142794.0,18.72727273
2004-01-26,1140782.0,18.90909091
2004-01-26,1138909.0,19.27272727
2004-01-26,1144063.0,19.45454545
2004-01-26,1163470.0,19.27272727
2004-01-26,1205403.0,19.45454545
2004-01-26,1237677.0,19.81818182
2004-01-26,1257673.0,20.18181818
2004-01-26,1299444.0,21.0
2004-01-26,1360954.0,21.45454545
2004-01-26,1357515.0,22.63636364
2004-01-26,1339795.0,23.63636364
2004-01-26,1311407.0,24.45454545
2004-01-26,1288392.0,25.63636364
2004-01-26,1275438.0,26.36363636
2004-01-26,1263106.0,26.63636364
2004-01-26,1298590.0,26.72727273
2004-01-26,1336438.0,27.0
2004-01-26,1338413.0,27.09090909
2004-01-26,1290631.0,27.54545455
2004-01-26,1259464.0,27.63636364
2004-01-26,1223762.0,27.72727273
2004-01-26,1150771.0,27.72727273
2004-01-26,1108323.0,27.54545455
2004-01-27,1086676.0,27.81818182
2004-01-27,1074417.0,27.63636364
2004-01-27,1072218.0,27.72727273
2004-01-27,1080433.0,27.72727273
2004-01-27,1099920.0,27.81818182
2004-01-27,1150849.0,27.81818182
2004-01-27,1227034.0,28.09090909
2004-01-27,1274374.0,28.0
2004-01-27,1294417.0,28.18181818
2004-01-27,1308690.0,28.81818182
2004-01-27,1291002.0,29.36363636
2004-01-27,1284441.0,30.45454545
2004-01-27,1269764.0,31.09090909
2004-01-27,1240381.0,31.45454545
2004-01-27,1229266.0,31.63636364
2004-01-27,1217597.0,31.72727273
2004-01-27,1241615.0,31.81818182
2004-01-27,1295248.0,31.63636364
2004-01-27,1308608.0,31.0
2004-01-27,1277842.0,30.90909091
2004-01-27,1226046.0,31.36363636
2004-01-27,1190804.0,30.63636364
2004-01-27,1124601.0,29.90909091
2004-01-27,1063150.0,29.27272727
2004-01-28,1049407.0,28.0
2004-01-28,1047181.0,27.63636364
2004-01-28,1044184.0,27.36363636
2004-01-28,1067405.0,26.0
2004-01-28,1102479.0,25.36363636
2004-01-28,1154076.0,24.36363636
2004-01-28,1254450.0,24.27272727
2004-01-28,1318270.0,23.54545455
2004-01-28,1315904.0,23.18181818
2004-01-28,1266550.0,24.72727273
2004-01-28,1237761.0,26.72727273
2004-01-28,1208751.0,27.72727273
2004-01-28,1206591.0,28.63636364
2004-01-28,1185597.0,29.90909091
2004-01-28,1160446.0,31.18181818
2004-01-28,1146297.0,32.27272727
2004-01-28,1171640.0,32.45454545
2004-01-28,1283039.0,32.18181818
2004-01-28,1349652.0,30.0
2004-01-28,1338584.0,28.36363636
2004-01-28,1264903.0,32.45454545
2004-01-28,1222229.0,31.45454545
2004-01-28,1162975.0,32.36363636
2004-01-28,1089266.0,32.0
2004-01-29,1066550.0,31.36363636
2004-01-29,1063769.0,30.0
2004-01-29,1057059.0,30.72727273
2004-01-29,1067403.0,30.45454545
2004-01-29,1100747.0,28.90909091
2004-01-29,1164072.0,29.18181818
2004-01-29,1249143.0,29.27272727
2004-01-29,1295415.0,29.81818182
2004-01-29,1267651.0,31.36363636
2004-01-29,1202029.0,33.63636364
2004-01-29,1154094.0,37.81818182
2004-01-29,1108091.0,41.18181818
2004-01-29,1079127.0,43.27272727
2004-01-29,1066581.0,44.09090909
2004-01-29,1042775.0,44.54545455
2004-01-29,1037658.0,45.36363636
2004-01-29,1064348.0,45.09090909
2004-01-29,1167174.0,43.81818182
2004-01-29,1230114.0,40.0
2004-01-29,1233147.0,37.63636364
2004-01-29,1218383.0,36.36363636
2004-01-29,1162777.0,35.90909091
2004-01-29,1106519.0,35.45454545
2004-01-29,1029788.0,34.36363636
2004-01-30,1005865.0,33.18181818
2004-01-30,1002087.0,34.09090909
2004-01-30,998760.0,33.27272727
2004-01-30,1013506.0,33.36363636
2004-01-30,1043119.0,32.72727273
2004-01-30,1109840.0,32.36363636
2004-01-30,1217142.0,32.54545455
2004-01-30,1281841.0,32.45454545
2004-01-30,1282115.0,30.63636364
2004-01-30,1237369.0,32.27272727
2004-01-30,1179341.0,33.36363636
2004-01-30,1143773.0,34.27272727
2004-01-30,1131507.0,34.54545455
2004-01-30,1122512.0,34.27272727
2004-01-30,1114869.0,32.72727273
2004-01-30,1118086.0,32.81818182
2004-01-30,1148493.0,31.72727273
2004-01-30,1256211.0,30.18181818
2004-01-30,1309321.0,28.27272727
2004-01-30,1304797.0,26.81818182
2004-01-30,1307159.0,25.36363636
2004-01-30,1286123.0,24.09090909
2004-01-30,1245364.0,22.36363636
2004-01-30,1215844.0,21.72727273
2004-01-31,1198465.0,21.09090909
2004-01-31,1211644.0,20.0
2004-01-31,1218210.0,18.72727273
2004-01-31,1230680.0,17.36363636
2004-01-31,1261584.0,16.27272727
2004-01-31,1284409.0,15.63636364
2004-01-31,1335353.0,15.09090909
2004-01-31,1380743.0,14.81818182
2004-01-31,1399133.0,15.36363636
2004-01-31,1367409.0,17.36363636
2004-01-31,1317005.0,19.90909091
2004-01-31,1254930.0,22.63636364
2004-01-31,1211321.0,24.36363636
2004-01-31,1166210.0,26.63636364
2004-01-31,1123298.0,28.72727273
2004-01-31,1102173.0,29.72727273
2004-01-31,1110472.0,29.18181818
2004-01-31,1182988.0,28.90909091
2004-01-31,1267600.0,26.0
2004-01-31,1263792.0,23.0
2004-01-31,1250814.0,20.81818182
2004-01-31,1212471.0,19.27272727
2004-01-31,1177538.0,18.81818182
2004-01-31,1123904.0,17.18181818
2004-02-01,1105464.0,16.45454545
2004-02-01,1104745.0,16.09090909
2004-02-01,1109766.0,15.72727273
2004-02-01,1120537.0,15.72727273
2004-02-01,1139686.0,16.63636364
2004-02-01,1177749.0,15.72727273
2004-02-01,1216462.0,15.27272727
